slot,name,canonical,sprite_required,portrait_required,sprite_entirely_absent,sprite_incomplete_upstream,missing_required_portraits,missing_reverse_portraits,coordination_required,production_state
0006/0005,Charizard / Alternate,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0006/0005/0001,Charizard / Alternate / Shiny,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0007,Squirtle,True,True,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0007/0000,Squirtle,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0007/0000/0001,Squirtle / Shiny,True,True,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0008,Wartortle,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0008/0000,Wartortle,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0008/0000/0001,Wartortle / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0008/0001,Wartortle / Altcolor,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0008/0001/0001,Wartortle / Altcolor / Shiny,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009,Blastoise,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0000,Blastoise,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0009/0000/0001,Blastoise / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0001,Blastoise / Mega,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0001/0001,Blastoise / Mega / Shiny,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0002,Blastoise / Gigantamax,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0002/0001,Blastoise / Gigantamax / Shiny,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0003,Blastoise / Cutscene,False,False,True,False,False,Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0003/0001,Blastoise / Cutscene / Shiny,False,False,True,False,False,Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0004,Blastoise / Altcolor,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0009/0004/0001,Blastoise / Altcolor / Shiny,False,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0010,Caterpie,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0010/0000,Caterpie,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0010/0000/0001,Caterpie / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0011,Metapod,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0011/0000,Metapod,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0011/0000/0001,Metapod / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012,Butterfree,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0000,Butterfree,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0012/0000/0001,Butterfree / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0000/0001/0002,Butterfree / Shiny / Female,True,True,False,False,True,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0000/0000,Butterfree,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0012/0000/0000/0002,Butterfree / Female,True,True,False,False,True,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0001,Butterfree / Gigantamax,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0001/0001,Butterfree / Gigantamax / Shiny,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0002,Butterfree / Altcolor,False,True,True,False,True,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0002/0001,Butterfree / Altcolor / Shiny,False,True,False,False,True,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0002/0001/0002,Butterfree / Altcolor / Shiny / Female,False,True,False,False,True,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0012/0002/0000,Butterfree / Altcolor,False,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0012/0002/0000/0002,Butterfree / Altcolor / Female,False,True,False,False,True,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0013,Weedle,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0013/0000,Weedle,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0013/0000/0001,Weedle / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0013/0001,Weedle / Altcolor,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0013/0001/0001,Weedle / Altcolor / Shiny,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0014,Kakuna,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0014/0000,Kakuna,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0014/0000/0001,Kakuna / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0015,Beedrill,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0015/0000,Beedrill,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0015/0000/0001,Beedrill / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0015/0001,Beedrill / Mega,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0015/0001/0001,Beedrill / Mega / Shiny,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0016,Pidgey,True,True,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0016/0000,Pidgey,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0016/0000/0001,Pidgey / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0017,Pidgeotto,True,True,True,False,True,Happy;Pain;Angry;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0017/0000,Pidgeotto,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0017/0000/0001,Pidgeotto / Shiny,True,True,True,False,True,Happy;Pain;Angry;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0018,Pidgeot,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0018/0000,Pidgeot,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0018/0000/0001,Pidgeot / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0018/0001,Pidgeot / Mega,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0018/0001/0001,Pidgeot / Mega / Shiny,True,True,True,True,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019,Rattata,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0000,Rattata,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0000/0001,Rattata / Shiny,True,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0000/0001/0002,Rattata / Shiny / Female,True,False,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0000/0000,Rattata,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0000/0000/0002,Rattata / Female,True,False,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0001,Rattata / Alola,True,True,True,False,True,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0001/0001,Rattata / Alola / Shiny,True,True,True,False,True,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0002,Rattata / Altcolor,False,True,True,False,True,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0002/0001,Rattata / Altcolor / Shiny,False,True,True,False,True,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0002/0001/0002,Rattata / Altcolor / Shiny / Female,False,False,True,False,False,,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0002/0000,Rattata / Altcolor,False,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
0019/0002/0000/0002,Rattata / Altcolor / Female,False,False,True,False,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0003,Rattata / Alternate,False,True,True,False,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0019/0003/0001,Rattata / Alternate / Shiny,False,True,True,False,False,Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0020,Raticate,True,True,True,False,True,Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,to_produce
0020/0000,Raticate,True,False,False,False,False,Normal;Happy;Pain;Angry;Worried;Sad;Crying;Shouting;Teary-Eyed;Determined;Joyous;Inspired;Surprised;Dizzy;Sigh;Stunned,Normal^;Happy^;Pain^;Angry^;Worried^;Sad^;Crying^;Shouting^;Teary-Eyed^;Determined^;Joyous^;Inspired^;Surprised^;Dizzy^;Sigh^;Stunned^,False,no_core_gap_detected
